description,genre
"Which famous author died of caffeine poisoning? Why was Alice’s Adventures in Wonderland banned in China? Who was the first British writer to win the Nobel Prize in Literature? What was Truman Capote superstitious about? Here is a light-hearted book about books and the people who write them for all lovers of literature. A treasure trove of compelling facts, riveting anecdotes, and extraordinary characters, For the Love of Books is a book about books—and the inside stories about the people who write them. Learn how books evolved, what lies behind some of the greatest tales ever told, and who’s really who in the world of fiction. From banned books to famous feuding authors, from literary felons to rejected masterpieces, from tips for aspiring writers to stand-out book lists for readers to catch up on, For the Love of Books is a celebration of the written word and an absolute page-turner for any book lover. Read all about it!",Literary Criticism
"The very best of Italian cooking with Michela, Romina and Emanuela in Simply Italian. 'Wales and Italy, family and food: for us, these four things are inextricably linked and at the root of our upbringing. Whether at the family home in Wales or when we spend holidays in the small hilltop village we are from in northern Italy, we have always heard Dad say that 'la tavola' (the table) is the central focus of our lives. It's where we cook, eat and socialise as a family.' Michela, Emanuela and Romina Chiappa grew up in Wales in the heart of a close-knit Italian community where food was always at the centre of family and social gatherings. Whether searching for porcini in the hills near their parents' home, or making pasta for Christmas Eve with the whole family, to sharing food at the annual Welsh-Italian summer picnic, the three sisters have been immersed in the Italian way of cooking all their lives. In their first cookbook they share their cherished family recipes, including all the pasta dishes recently seen in their Channel 4 series Simply Italian. From snacks, soups and salads, to mains, side dishes and desserts, Simply Italian brings you good, simple, fresh Italian food. Michela works as an agent in a sports management company, as well running a coffee and pizza café in Cardiff with her husband. Of the sisters, she's the risotto expert and also loves to make pasta sauces. Romina works for a luxury fashion brand is London, and loves to bake for friends and family. Emanuela runs an online business selling bespoke homemade gifts for children, and works as a nanny. She loves to cook time-consuming meals and entertain large groups.",Cooking
"Pro JavaScript Techniques is the ultimate JavaScript book for the modern web developer. It provides everything you need to know about modern JavaScript, and shows what JavaScript can do for your web sites. This book doesn't waste any time looking at things you already know, like basic syntax and structures. Expert web developer and author John Resig concentrates on fundamental, vital topics—what modern JavaScripting is (and isnt), the current state of browser support, and pitfalls to be wary of. The book is organized into four sections: Modern JavaScript development using JavaScript the object-oriented way, creating reusable code, plus testing and debugging DOM scripting updating content and styles, plus events, and effect and event libraries How Ajax works, overcoming problems, and using libraries to speed up development of Ajax applications The future of JavaScript looking at cutting edge topics like JSON, HTML5, and more All concepts are backed up by real-world examples and case studies, and John provides numerous reusable functions and classes to save you time in your development. There are also up-to-date reference appendixes for the DOM, events, browser support (including IE7), and frameworks, so you can look up specific details quickly and easily.",Computers
"In this spellbinding blend of suspense and human drama, Danielle Steel tells a powerful and unusual story of one woman’s journey from darkness into light, as she fights to escape a mesmerizing sociopath who holds her in his thrall. . . . Top photographer Hope Dunne has known joy and heartbreak, and finds serenity through the lens of her camera. Content in her SoHo loft, she isn’t looking for a man or excitement. But these things find her when she flies to London to photograph one of the world’s most celebrated writers. Finn O’Neill exudes warmth and a boyish charm. Enormously successful, he is a perfect counterpoint to Hope’s quiet, steady grace—and he’s taken instantly by her. He courts her as no one ever has before, whisking her away to his palatial, isolated Irish estate. Hope finds it all, and him, irresistible. But soon cracks begin to appear in his stories: Gaps in his history, a few innocent lies, and bouts of jealousy unnerve her. Suddenly Hope is both in love and deeply in doubt, and ultimately frightened of the man she loves. Is it possible that this adoring man is hiding something even worse? The spell cast by a brilliant sociopath has her trapped in his web, too confused and dazzled to escape, as he continues to tighten his grip on her. Danielle Steel delivers an unforgettable tale of danger and obsessive love, as she explores the dark secrets that sometimes lurk just below the surface of ordinary lives, writing about men and women and their courage to prevail even in the face of evil.",Fiction
"Identified as one of the three prime areas of learning in the EYFS 2014, communication and language is high on the agenda of head teachers and leaders in all Early Years and school settings. Speech and 'talk' are at the centre of this requirement, and children are required to meet an expected level in order to be identified as having reached a 'good level of development'. Talk is the precursor to both reading and writing. Essentially, if children have nothing to speak about, they have nothing to write about! The best way for children to enhance their receptive vocabulary (the words they understand) and their expressive vocabulary (the words they use) is by being surrounded by adults who talk and listen to them! Adults should engage children by observing them, tuning into their passions, getting involved in their play and using their interests to trigger their curiosity and therefore form a springboard for learning. This Little Book is packed with lots of low-budget ideas, activities and experiences that will enhance and enrich children's learning journeys through talk!",Education
"Achieve the Continuous Integration and Continuous Delivery of your web applications with ease About This Book Overcome the challenges of implementing DevOps for web applications, familiarize yourself with diverse third-party modules, and learn how to integrate them with bespoke code to efficiently complete tasks Understand how to deploy web applications for a variety of Cloud platforms such as Amazon EC2, AWS Elastic Beanstalk, Microsoft Azure, Azure Web Apps, and Docker Container Understand how to monitor applications deployed in Amazon EC2, AWS Elastic Beanstalk, Microsoft Azure, Azure Web Apps using Nagios, New Relic, Microsoft Azure, and AWS default monitoring features Who This Book Is For If you are a system admin or application and web application developer with a basic knowledge of programming and want to get hands-on with tools such as Jenkins 2 and Chef, and Cloud platforms such as AWS and Microsoft Azure, Docker, New Relic, Nagios, and their modules to host, deploy, monitor, and manage their web applications, then this book is for you. What You Will Learn Grasp Continuous Integration for a JEE application—create and configure a build job for a Java application with Maven and with Jenkins 2.0 Create built-in delivery pipelines of Jenkins 2 and build a pipeline configuration for end-to-end automation to manage the lifecycle of Continuous Integration Get to know all about configuration management using Chef to create a runtime environment Perform instance provisioning in AWS and Microsoft Azure and manage virtual machines on different cloud platforms—install Knife plugins for Amazon EC2 and Microsoft Azure Deploy an application in Amazon EC2, AWS Elastic Beanstalk, Microsoft Azure Web Apps, and a Docker container Monitor infrastructure, application servers, web servers, and applications with the use of open source monitoring solutions and New Relic Orchestrate multiple build jobs to achieve application deployment automation—create parameterized build jobs for end-to-end automation In Detail The DevOps culture is growing at a massive rate, as many organizations are adopting it. However, implementing it for web applications is one of the biggest challenges experienced by many developers and admins, which this book will help you overcome using various tools, such as Chef, Docker, and Jenkins. On the basis of the functionality of these tools, the book is divided into three parts. The first part shows you how to use Jenkins 2.0 for Continuous Integration of a sample JEE application. The second part explains the Chef configuration management tool, and provides an overview of Docker containers, resource provisioning in cloud environments using Chef, and Configuration Management in a cloud environment. The third part explores Continuous Delivery and Continuous Deployment in AWS, Microsoft Azure, and Docker, all using Jenkins 2.0. This book combines the skills of both web application deployment and system configuration as each chapter contains one or more practical hands-on projects. You will be exposed to real-world project scenarios that are progressively presented from easy to complex solutions. We will teach you concepts such as hosting web applications, configuring a runtime environment, monitoring and hosting on various cloud platforms, and managing them. This book will show you how to essentially host and manage web applications along with Continuous Integration, Cloud Computing, Configuration Management, Continuous Monitoring, Continuous Delivery, and Deployment. Style and approach This is a learning guide for those who have a basic knowledge of application deployment, configuration management tools, and Cloud computing, and are eager to leverage it to implement DevOps for web applications using end-to-end automation and orchestration.",Computers
"The Normandy landings of 6 June 1944, across five sectors of the French coast - Utah, Omaha, Gold, Juno and Sword - constituted the largest amphibious invasion in history. This study analyses in depth the preparations and implementation of the D-Day landing on Gold Beach by XXX Corps. Historians have tended to dismiss the landing on Gold Beach as straightforward but the evidence points to a different reality. Armour supported the infantry landing and prior bombing was intended to weaken German defences; however, the bulk of the bombing landed too far inland, and many craft foundered in difficult conditions at sea. It was the tenacity of the assault units and the flexibility of the follow up units which enabled the Gold landing to secure the right flank of the British Army in Normandy. Using detailed primary evidence from The National Archives and the Imperial War Museum, this volume provides a substantial assessment of the background to the landing on Gold, and analyses the events of D-Day in the wider context of the Normandy Campaign.",History
"Get your statistics basics right before diving into the world of data science About This Book No need to take a degree in statistics, read this book and get a strong statistics base for data science and real-world programs; Implement statistics in data science tasks such as data cleaning, mining, and analysis Learn all about probability, statistics, numerical computations, and more with the help of R programs Who This Book Is For This book is intended for those developers who are willing to enter the field of data science and are looking for concise information of statistics with the help of insightful programs and simple explanation. Some basic hands on R will be useful. What You Will Learn Analyze the transition from a data developer to a data scientist mindset Get acquainted with the R programs and the logic used for statistical computations Understand mathematical concepts such as variance, standard deviation, probability, matrix calculations, and more Learn to implement statistics in data science tasks such as data cleaning, mining, and analysis Learn the statistical techniques required to perform tasks such as linear regression, regularization, model assessment, boosting, SVMs, and working with neural networks Get comfortable with performing various statistical computations for data science programmatically In Detail Data science is an ever-evolving field, which is growing in popularity at an exponential rate. Data science includes techniques and theories extracted from the fields of statistics; computer science, and, most importantly, machine learning, databases, data visualization, and so on. This book takes you through an entire journey of statistics, from knowing very little to becoming comfortable in using various statistical methods for data science tasks. It starts off with simple statistics and then move on to statistical methods that are used in data science algorithms. The R programs for statistical computation are clearly explained along with logic. You will come across various mathematical concepts, such as variance, standard deviation, probability, matrix calculations, and more. You will learn only what is required to implement statistics in data science tasks such as data cleaning, mining, and analysis. You will learn the statistical techniques required to perform tasks such as linear regression, regularization, model assessment, boosting, SVMs, and working with neural networks. By the end of the book, you will be comfortable with performing various statistical computations for data science programmatically. Style and approach Step by step comprehensive guide with real world examples",Computers
"What do Adobe, Microsoft, Amazon.com, and Google have in common? They all use C++ to develop products and provide services! As one of the world’s most popular programming languages, C++ opens up a world of possibilities—if you’re willing to learn it! This guide makes that task easy by tackling both object-oriented programming principles and the ABCs of C++ itself through a series of task-based lessons that employ friendly language and a plethora of visual aids to explain every aspect of the development language. From basic syntax and data types to working with numbers, characters, loops, and arrays, master programmers Larry Ullman and Andreas Signer cover all the C++ fundamentals at just the level of detail you require. Using examples tested on Windows, Unix, and Mac OS X operating systems, this streamlined guide prepares you to start developing C++ apps for any platform. Throughout, you’ll find the tips, techniques, and sound real-world advice that have made Visual QuickStart Guides the No. 1 training source for today’s tech warriors!",Computers
"“[Evanovich] is funny and ceaselessly inventive."" —Los Angeles Times Book Review “Do yourself a favor and read this one.” —Washington Post The author of so many spectacularly successful mystery novels featuring the inimitable Stephanie Plum, #1 New York Times bestselling author Janet Evanovich displays a more playfully romantic side with The Rocky Road to Romance. Evanovich delights with a classic, pre-Plum contemporary romance novel that’s sure to please—a lighthearted tale of three-way love affair involving a radio “dog lady”-turned-traffic reporter, her handsome program director, and a huge couch potato canine named Bob.",Fiction
"Due to the global health crisis, economies had to adapt to combat pandemic situations. In the present pandemic crisis, new legislation, methods, labor approaches, values, and social behaviors have emerged with a huge impact in all organizations. However, countries have applied different solutions, procedures, and rules to deal with crises. Therefore, the impact has been different per country. Organizations need to understand their customers and businesses not only to increase operational efficiency but also to increase stakeholder’s satisfaction and their competitiveness in a sustainable way. Customers are becoming more exigent and markets more complex, calling for the need for higher differentiation. This was enhanced in this pandemic situation, and to survive, organizations needed to change and adapt to the new normal. The Handbook of Research on Reinventing Economies and Organizations Following a Global Health Crisis deals with management and economic issues, particularly with the reinvention of businesses and economies due to the pandemic situation and the relevance of entrepreneurship, innovation, and intensive knowledge used to deal with these changes. This book emphasizes the challenges, difficulties, and opportunities for the success of businesses and economies in periods of crisis and provides information for dealing with entrepreneurship and innovation, networks, and complementarities to recover businesses. The chapters also point out possible opportunities, challenges, and risks in the process of recovery highlighting innovation, internationalization, technology, and intensive knowledge in promoting economies and companies’ competitiveness. This book is ideal for entrepreneurs, managers, economists, directors, shareholders, researchers, academicians, and students interested in how businesses reinvent and recover following a global health crisis.",Business
"Editor's note/An interview with Gerald Murnane by Antoni Jach/Looking for Writers Beyond Their Work by John Griswold/Five Silhouettes by Luis Chitarroni (translated by Sarah Denaci)/Seven and a Half Studies by S.D. Chrostowska/Nine Suppositions Concerning ""Bouvard and Pecuchet"" by Jacques Jouet (translated by E.C. Gogolak)/Irrationality, Situations, and Novels of Inquiry by Thalia Field/Margins and Mirrors by Warren Motte/The Colon by Lily Hoang and Bhanu Kapil/The Fragile Shelter of the Declarative: On Edouard Leve by Adrian West/Transgressive Autofictions by Jacques Houis/Contributors/Translators/Acknowledgments/Book Reviews/Books Received/Annual Index",Fiction
"The spectacular cyber attack on Sony Pictures and costly hacks of Target, Home Depot, Neiman Marcus, and databases containing sensitive data on millions of U.S. federal workers have shocked the nation. Despite a new urgency for the president, Congress, law enforcement, and corporate America to address the growing threat, the hacks keep coming—each one more pernicious than the last—from China, Russia, Iran, North Korea, the Middle East, and points unknown. The continuing attacks raise a deeply disturbing question: Is the issue simply beyond the reach of our government, political leaders, business leaders, and technology visionaries to resolve? In Hacked, veteran cybersecurity journalist Charlie Mitchell reveals the innovative, occasionally brilliant, and too-often hapless government and industry responses to growing cybersecurity threats. He examines the internal power struggles in the federal government, the paralysis on Capitol Hill, and the industry's desperate effort to stay ahead of both the bad guys and the government.",Computers
"Metaphysics of Children's Literature is the first sustained study of ways in which children's literature confronts metaphysical questions about reality and the nature of what there is in the world. In its exploration of something and nothing, this book identifies a number of metaphysical structures in texts for young people-such as the ontological exchange or nowhere in extremis-demonstrating that their entanglement with the workings of reality is unique to the conditions of children's literature. Drawing on contemporary children's literature discourse and metaphysicians from Heidegger and Levinas, to Bachelard, Sartre and Haraway, Lisa Sainsbury reveals the metaphysical groundwork of children's literature. Authors and illustrators covered include: Allan and Janet Ahlberg, Mac Barnett, Ron Brooks, Peter Brown, Lewis Carroll, Eoin Colfer, Gary Crew, Roald Dahl, Roddy Doyle, Imme Dros, Sarah Ellis, Mem Fox, Zana Fraillon, Libby Gleeson, Kenneth Grahame, Armin Greder, Sonya Hartnett, Tana Hoban, Judy Horacek, Tove Jansson, Oliver Jeffers, Jon Klassen, Elaine Konigsburg, Norman Lindsay, Geraldine McCaughrean, Robert Macfarlane, Jackie Morris, Edith Nesbit, Mary Norton, Jill Paton Walsh, Philippa Pearce, Ivan Southall, William Steig, Shaun Tan, Tarjei Vesaas, David Wiesner, Margaret Wild, Jacqueline Woodson and many others.",Literary Criticism
"On the evening of June 12, 1963 -- the day President John F. Kennedy gave his most impassioned speech about the need for interracial tolerance ""Medgar Evers, the NAACP's first field secretary in Mississippi, was shot and killed by an assassin's bullet in his driveway. The still-smoking gun -- bearing the fingerprints of Byron De La Beckwith, a staunch white supremacist -- was recovered moments later in some nearby bushes. Still, Beckwith remained free for over thirty years, until Evers's widow finally forced the Mississippi courts to bring him to justice. The Autobiography of Medgar Evers tells the full story of one the greatest leaders of the civil rights movement, bringing his achievement to life for a new generation. Although Evers's memory has remained a force in the civil rights movement, the legal battles surrounding his death have too often overshadowed the example and inspiration of his life. Myrlie Evers-Williams and Manning Marable have assembled the previously untouched cache of Medgar's personal documents, writings, and speeches. These remarkable pieces range from Medgar's monthly reports to the NAACP to his correspondence with luminaries of the time such as Robert Carter, General Counsel for the NAACP in the landmark Brown v. Board of Education case. Most important of all are the recollections of Myrlie Evers, combined with letters from her personal collection. These documents and memories form the backbone of The Autobiography of Medgar Evers a cohesive narrative detailing the rise and tragic death of a civil rights hero.",Biography
"Programming Languages for MIS: Concepts and Practice supplies a synopsis of the major computer programming languages, including C++, HTML, JavaScript, CSS, VB.NET, C#.NET, ASP.NET, PHP (with MySQL), XML (with XSLT, DTD, and XML Schema), and SQL. Ideal for undergraduate students in IS and IT programs, this textbook and its previous versions have bee",Computers
"Carole Barber has come to Paris to work on her novel and to find herself. A legend of film and stage, Carole has set a standard of grace, devoting herself to her family and causes around the world. But one fiery instant of terror shatters hundreds of lives—and leaves Carole alone, unconscious and unidentified. In the days that follow, as the truth emerges, the paparazzi swarm. A mysterious stranger quietly visits the hospital to see the woman he once loved and never forgot. Carole’s grown children rush to her bedside, waiting and praying—until the miraculous begins to happen. But as a woman whom the whole world knows slowly awakens, she knows nothing of herself. Every detail must be pieced back together—from a childhood in rural Mississippi to the early days of her career, from the unintentional hurt inflicted on her daughter to a fifteen-year-old secret love affair that went tragically wrong. Carole has been given a second chance to count her blessings, heal wounded hearts, recapture lost love...and to live a life that will truly honor others—beginning with herself. A tale of survival and dignity, of small miracles and big surprises, Honor Thyself creates an unforgettable portrait of a public figure whose hopes, fears, and heartbreaks are as real as our own. Her courageous journey inspires us all.",Fiction
"Winner of Winners 25 aniversario del Women's Prize for Fiction Medio sol amarillo es una novela épica y magistral, que cuestiona el colonialismo, las alianzas étnicas y la responsabilidad moral de un conflicto, el de Nigeria, apoyado por las potencias mundiales. -Edición especial limitada con prólogo de Lina Meruane- Medio sol amarillo recrea un período de la historia contemporánea de África: la lucha de Biafra por conseguir una república independiente de Nigeria, y la consecuente guerra civil que segó la vida de miles de personas. Con gran empatía y la naturalidad de una narradora comprometida, Chimamanda Ngozi Adichie recrea la vida de tres personajes atrapados en las turbulencias de la década: el joven Ugwu, empleado de la casa de un profesor universitario de ideas revolucionarias; Olanna, la hermosa mujer del profesor, que por amor ha abandonado su privilegiada vida en Lagos para residir en una polvorienta ciudad, y Richard, un joven y tímido inglés que está enamorado de la hermana de Olanna, una mujer misteriosa que renuncia a comprometerse con nadie. A medida que las tropas nigerianas avanzan, los protagonistas de esta historia deben defender sus creencias y reafirmar sus lealtades. Reseñas: «Una novela extraordinaria.» J.M. Coetzee «Una novela importante, con muchos logros a nivel estilístico y una maestría indiscutible a la hora de recrear una guerra. Es una lección de historia en forma de novela, evocativa y absorbente.» Publishers Weekly «Adichie dota a sus personajes de vida y de profundidad en el marco de una guerra cruel. En manos de una escritora de esta talla, se convierte en una lección de historia inolvidable.» The Arizona Republic « Medio sol amarillo es la segunda novela de Chimamanda Ngozi Adichie, escritora que todavía no tiene treinta años y promete ser una de las grandes. Es difícil resumir todos sus logros en pocas palabras; la prosa es admirable, con una capacidad decimonónica de recrear una historia en todo su esplendor, con inteligencia para manejar el tema de la guerra y el amor sin que la novela se descomponga ni en una sola página. Lo que hace esta escritora es literatura clásica, en el mejor de los sentidos.» Will Blythe, Elle",Fiction
"#1 NATIONAL BESTSELLER ""A full throttle, adrenaline-laced espionage page-turner . . . Get ready to blast off and enjoy the ride!""—Jack Carr, former Navy SEAL Sniper and #1 New York Times bestselling author of the James Reece Terminal List series ""Continuous action, Mach-speed mayhem, sharp intrigue, and well-rounded characters—what more could you want from a thriller?""—Steve Berry, New York Times bestselling author of The 9th Man and the Cotton Malone series From the author of the #1 bestselling thriller The Apollo Murders comes the supersonic hunt for a shadowy Soviet defector. Israel, October 1973. As the Yom Kippur War flares into life, a state-of-the-art Soviet MiG fighter is racing at breakneck speed over the arid scrublands below . . . and promptly disappears. NASA Flight Controller and former top US test pilot Kaz Zemeckis watches the scene from the ground—and is quickly pulled into a dizzying, high-stakes game of spies, lies and a possible high-level defection that plays out across three continents. The prize is beyond value: the secrets of the Soviets’ mythical “Foxbat” MiG-25, the fastest, highest-flying fighter plane in the world and the key to Cold War air supremacy. But every defection is double-edged with risk, and Kaz needs to tread a careful line between trust and suspicion. Ultimately, he must invite the fox into the henhouse—bringing the defector into the heart of the United States’ most secret test site—and hope that, with skill and cunning, the game plays out his way. For Chris Hadfield’s second heart-stopping thriller, we move from Space to another rich and exciting part of Chris’s CV: his time as a top test pilot in both the US Air Force and the US Navy, and as an RCAF fighter pilot intercepting armed Soviet bombers in North American airspace. Full of insider detail, excitement and political intrigue drawn from real events, The Defector brings us the nerve-shredding rush of aerial combat, as told by one of the world's top fighter pilots.",Fiction
"What exactly is a children’s book? How is children’s literature defined as a genre? A leading scholar presents close readings of six classic stories to answer these questions and offer a clear definition of children’s writing as a distinct literary form. Perry Nodelman begins by considering the plots, themes, and structures of six works: ""The Purple Jar,"" Alice in Wonderland, Dr. Doolittle, Henry Huggins, The Snowy Day, and Plain City—all written for young people of varying ages in different times and places—to identify shared characteristics. He points out markers in each work that allow the adult reader to understand it as a children’s story, shedding light on ingrained adult assumptions and revealing the ways in which adult knowledge and experience remain hidden in apparently simple and innocent texts. Nodelman then engages a wide range of views of children's literature from authors, literary critics, cultural theorists, and specialists in education and information sciences. Through this informed dialogue, Nodelman develops a comprehensive theory of children's literature, exploring its commonalities and shared themes. The Hidden Adult is a focused and sophisticated analysis of children’s literature and a major contribution to the theory and criticism of the genre.",Literary Criticism
"The complete guide to provisioning and managing cloud-based Infrastructure as a Service (IaaS) data center solutions Cloud computing will revolutionize the way IT resources are deployed, configured, and managed for years to come. Service providers and customers each stand to realize tremendous value from this paradigm shift—if they can take advantage of it. Cloud Computing brings together the realistic, start-to-finish guidance they need to plan, implement, and manage cloud solution architectures for tomorrow’s virtualized data centers. It introduces cloud “newcomers” to essential concepts, and offers experienced operations professionals detailed guidance on delivering Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS). This book’s replicable solutions and fully-tested best practices will help enterprises, service providers, consultants, and Cisco partners meet the challenge of provisioning end-to-end cloud infrastructures. Drawing on extensive experience working with leading cloud vendors and integrators, the authors present detailed operations workflow examples, proven techniques for operating cloud-based network, compute, and storage infrastructure; a comprehensive management reference architecture; and a complete case study demonstrating rapid, lower-cost solutions design. Cloud Computing will be an indispensable resource for all network/IT professionals and managers involved with planning, implementing, or managing the next generation of cloud computing services. Venkata (Josh) Josyula, Ph.D., CCIE® No. 13518 is a Distinguished Services Engineer in Cisco Services Technology Group (CSTG) and advises Cisco customers on OSS/BSS architecture and solutions. Malcolm Orr, Solutions Architect for Cisco’s Services Technology Solutions, advises telecoms and enterprise clients on architecting, building, and operating OSS/BSS and cloud management stacks. He is Cisco’s lead architect for several Tier 1 public cloud projects. Greg Page has spent the last eleven years with Cisco in technical consulting roles relating to data center architecture/technology and service provider security. He is now exclusively focused on developing cloud/IaaS solutions with service providers and systems integrator partners. · Review the key concepts needed to successfully deploy clouds and cloud-based services · Transition common enterprise design patterns and use cases to the cloud · Master architectural principles and infrastructure designs for “real-time” managed IT services · Understand the Cisco approach to cloud-related technologies, systems, and services · Develop a cloud management architecture using ITIL, TMF, and ITU-TMN standards · Implement best practices for cloud service provisioning, activation, and management · Automate cloud infrastructure to simplify service delivery, monitoring, and assurance · Choose and implement the right billing/chargeback approaches for your business · Design and build IaaS services, from start to finish · Manage the unique capacity challenges associated with sporadic, real-time demand · Provide a consistent and optimal cloud user experience This book is part of the Networking Technology Series from Cisco Press®, which offers networking professionals valuable information for constructing efficient networks, understanding new technologies, and building successful careers. Category: Cloud Computing Covers: Virtualized Data Centers",Computers
"Get to grips with the fundamentals of JavaScript and learn to build the programming skills that will kickstart your career as a software developer Key FeaturesLearn the basics of JavaScript programming to create dynamic web pagesExplore the fundamentals of back-end development using Node.jsTackle challenging development problems and apply solutions to real-world situationsBook Description If you're looking for a programming language to develop flexible and efficient apps, JavaScript is a great choice. However, while offering real benefits, the complexity of the entire JavaScript ecosystem can be overwhelming. This Workshop is a smarter way to learn JavaScript. It is specifically designed to cut through the noise and help build your JavaScript skills from scratch, while sparking your interest with engaging activities and clear explanations. Starting with explanations of JavaScript's fundamental programming concepts, this book will introduce the key tools, libraries and frameworks that programmers use in everyday development. You will then move on and see how to handle data, control the flow of information in an application, and create custom events. You'll explore the differences between client-side and server-side JavaScript, and expand your knowledge further by studying the different JavaScript development paradigms, including object-oriented and functional programming. By the end of this JavaScript book, you'll have the confidence and skills to tackle real-world JavaScript development problems that reflect the emerging requirements of the modern web. What you will learnWrite clean, maintainable and eloquent JavaScript codeBuild websites using plain JS and various frameworks and librariesSimplify your workflow with package managers such as Gulp and GruntUse Node.js to build server-side JavaScript applicationsImprove the functionality of your applications with browser APIsImplement asynchronous programming to build apps that can multitaskWho this book is for The JavaScript Workshop is the ideal guide to JavaScript for beginners. It is designed for anyone who wants to get started learning JavaScript. Whether you're an aspiring web developer, or are just curious about learning how to code with a versatile programming language, this book will help you get up and running. Previous development experience is not required, but basic prior knowledge of HTML and CSS will help you get the most from this book.",Computers
Includes critical reviews.,Business
"Eric calls up a demon to grant him three wishes - but what he gets is the Discworld's most incompetent wizard... Eric is the Discworld's only demonology hacker. The trouble is, he's not very good at it. All he wants is the usual three wishes: to be immortal, rule the world and have the most beautiful woman fall madly in love with him. The usual stuff. But what he gets is Rincewind, the Disc's most incompetent wizard, and Rincewind's Luggage (the world's most dangerous travel accessory) into the bargain. Terry Pratchett's hilarious take on the Faust legend stars many of the Discworld's most popular characters in an outrageous adventure that will leave Eric wishing once more - this time, quite fervently, that he'd never been born. Readers adore Eric: 'Packed with references and laugh-out-loud scenes and I enjoyed myself immensely' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'Rincewind and The Luggage are two of my favourite characters and Death makes an appearance too! He is just brilliant, one of Pratchett's many masterpieces of imagination. The book is laugh aloud funny as all his books are' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'Fresh and funny and fast paced and so damn entertaining. It reminded me exactly why I fell in love with Pratchett's Discworld in the first place' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'Rincewind takes the reader (and, this time, Eric and a parrot) on a hilarious, frenetic and fast-paced journey; for running away is his specialty. . . True British comedy and wit, rollicking fun' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'This is one long sequence of gags that manages to have several shrewd observations about humanity while still being funny' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐",Fiction
"NATIONAL BESTSELLER Wind/Pinball, a unique two-in-one volume, includes, on one side, Murakami’s first novel Hear the Wind Sing. When you flip the book over, you can read his second novel, Pinball, 1973. Each book has its own stunning cover. In the spring of 1978, a young Haruki Murakami sat down at his kitchen table and began to write. The result: two remarkable short novels—Hear the Wind Sing and Pinball, 1973—that launched the career of one of the most acclaimed authors of our time. These powerful, at times surreal, works about two young men coming of age—the unnamed narrator and his friend the Rat—are stories of loneliness, obsession, and eroticism. They bear all the hallmarks of Murakami’s later books, and form the first two-thirds, with A Wild Sheep Chase, of the trilogy of the Rat. Widely available in English for the first time ever, newly translated, and featuring a new introduction by Murakami himself, Wind/Pinball gives us a fascinating insight into a great writer’s beginnings.",Fiction
"Introduction to Deep Learning and Neural Networks with PythonTM: A Practical Guide is an intensive step-by-step guide for neuroscientists to fully understand, practice, and build neural networks. Providing math and PythonTM code examples to clarify neural network calculations, by book's end readers will fully understand how neural networks work starting from the simplest model Y=X and building from scratch. Details and explanations are provided on how a generic gradient descent algorithm works based on mathematical and PythonTM examples, teaching you how to use the gradient descent algorithm to manually perform all calculations in both the forward and backward passes of training a neural network. - Examines the practical side of deep learning and neural networks - Provides a problem-based approach to building artificial neural networks using real data - Describes PythonTM functions and features for neuroscientists - Uses a careful tutorial approach to describe implementation of neural networks in PythonTM - Features math and code examples (via companion website) with helpful instructions for easy implementation",Medical
"The stakes are higher than ever for Alex Cross as he faces his most personal enemy yet: a criminal who threatens his family. Detective Alex Cross is a family man at heart: nothing matters more to him than his children, his grandmother, and his wife Bree. His love of his family is his anchor, and gives him the strength to confront evil in his work. One man knows this deeply, and uses Alex's strength as a weapon against him in the most unsettling and unexpected novel of James Patterson's career. When the ones Cross loves are in danger, he will do anything to protect them. But if he does anything to protect them, they will die. Cross My Heart is the most powerful Alex Cross novel ever, propelled by the ever-ingenious mind of James Patterson, the world's #1 bestselling writer.",Fiction
Shows readers how to understand the past so that they can shape their financial future and use the Information Age tools and insights to their financial advantage and create a fresh start.,Business
A biographical-bibliographical guide to the writers who have received the Nobel Prize in Literature. Provides entries for each Nobel Prize laureate. Entries also include the Nobel Prize in Literature presentation speech for the corresponding year and the banquet speech given by the Nobel Prize laureate.,Biography
"JPHMP's 21 Public Health Case Studies on Policy & Administration, compiled by the founding editor and current editor-in-chief of the Journal of Public Health Management and Practice, provides you with real-life examples of how to strategize and execute policies and practices when confronted with issues such as disease containment, emergency preparedness, and organizational, management, and administrative problems.",Medical
